Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
OK-029,Coal County,62,74,0.1,61.9
OK-031,Comanche County,62.2,97,1,61.2
OK-033,Cotton County,63.1,90,0.7,62.4
OK-035,Craig County,58.5,54,-0.1,58.6
OK-037,Creek County,59.9,70,0,59.9
OK-039,Custer County,59.9,96,1.1,58.8
OK-041,Delaware County,58.6,68,0.1,58.5
OK-043,Dewey County,58.9,88,0.7,58.2
OK-045,Ellis County,58.4,102,1.1,57.3
OK-047,Garfield County,59.1,84,0.5,58.6
OK-049,Garvin County,61.9,83,0.3,61.6
OK-051,Grady County,61.4,98,1.1,60.3
OK-053,Grant County,58.5,81,0.4,58.1
OK-055,Greer County,62,107,1.5,60.5
OK-057,Harmon County,62.3,106,1.4,60.9
OK-059,Harper County,57.9,83,0.5,57.4
OK-061,Haskell County,61.3,70,0.2,61.1
OK-063,Hughes County,61.2,74,0.1,61.1
OK-065,Jackson County,62.9,108,1.4,61.5
OK-067,Jefferson County,63,73,0.1,62.9
OK-069,Johnston County,62.3,77,0.2,62.1
OK-071,Kay County,58.4,73,0.1,58.3
OK-073,Kingfisher County,60,77,0.3,59.7
OK-075,Kiowa County,62,107,1.5,60.5
OK-077,Latimer County,60.8,60,-0.2,61
OK-079,Le Flore County,60.9,84,0.5,60.4
OK-081,Lincoln County,60,49,-0.4,60.4
OK-083,Logan County,59.8,63,0.1,59.7
OK-085,Love County,63.1,73,0,63.1
OK-087,McClain County,61.5,94,0.9,60.6
OK-089,McCurtain County,62.3,108,1.3,61
OK-091,McIntosh County,61.4,75,0.3,61.1
OK-093,Major County,59.1,85,0.6,58.5
OK-095,Marshall County,63,78,0.1,62.9
OK-097,Mayes County,59.3,55,-0.3,59.6
OK-099,Murray County,61.9,74,0,61.9
OK-101,Muskogee County,61.2,77,0.4,60.8
OK-103,Noble County,59.4,79,0.3,59.1
OK-105,Nowata County,58.7,68,0,58.7
OK-107,Okfuskee County,60.7,72,0,60.7
OK-109,Oklahoma County,60.4,72,0.3,60.1
OK-111,Okmulgee County,60.9,72,0.1,60.8
OK-113,Osage County,58.6,68,0.1,58.5
OK-115,Ottawa County,58.8,89,0.6,58.2
OK-117,Pawnee County,59.5,76,0.2,59.3
OK-119,Payne County,59.6,67,0,59.6
OK-121,Pittsburg County,61.3,60,-0.1,61.4
OK-123,Pontotoc County,61.6,78,0.2,61.4
OK-125,Pottawatomie County,61,74,0.2,60.8
OK-127,Pushmataha County,61.5,84,0.4,61.1
OK-129,Roger Mills County,59.8,106,1.4,58.4
OK-131,Rogers County,59.6,71,0.2,59.4
OK-133,Seminole County,61,74,0,61
OK-135,Sequoyah County,61.1,89,0.6,60.5
OK-137,Stephens County,62.1,84,0.3,61.8
OK-139,Texas County,56.8,92,0.8,56
OK-141,Tillman County,63.2,103,1.1,62.1
OK-143,Tulsa County,60.2,76,0.3,59.9
OK-145,Wagoner County,60.6,71,0.1,60.5
OK-147,Washington County,58.7,70,0.2,58.5
OK-149,Washita County,60.8,101,1.2,59.6
OK-151,Woods County,58.1,82,0.5,57.6
OK-153,Woodward County,58.2,85,0.6,57.6
OR-001,Baker County,46.6,119,2.2,44.4
OR-003,Benton County,53.1,113,1.6,51.5
OR-005,Clackamas County,49.7,119,2.1,47.6
OR-007,Clatsop County,50.9,117,2,48.9
OR-009,Columbia County,51.7,115,2,49.7
OR-011,Coos County,53.3,114,2,51.3
OR-013,Crook County,46.5,116,1.8,44.7
OR-015,Curry County,53.5,116,2,51.5
OR-017,Deschutes County,45.1,115,1.7,43.4
OR-019,Douglas County,51.8,117,2,49.8
OR-021,Gilliam County,51.4,115,2.3,49.1
OR-023,Grant County,44.9,111,1.5,43.4
OR-025,Harney County,46.8,114,2.1,44.7
OR-027,Hood River County,46.9,120,2.3,44.6
OR-029,Jackson County,51.3,116,2,49.3
OR-031,Jefferson County,48.3,117,1.9,46.4
OR-033,Josephine County,52.1,118,2.2,49.9
OR-035,Klamath County,45.5,118,2.2,43.3
OR-037,Lake County,46,116,2,44
OR-039,Lane County,50.8,115,1.7,49.1
OR-041,Lincoln County,52.3,113,1.4,50.9
OR-043,Linn County,50.4,118,1.9,48.5
OR-045,Malheur County,49,116,2,47
OR-047,Marion County,51.1,119,2.1,49
OR-049,Morrow County,50.8,117,2.3,48.5
OR-051,Multnomah County,52.8,119,2.3,50.5
OR-053,Polk County,53,119,2.1,50.9
OR-055,Sherman County,51.3,117,2.3,49
OR-057,Tillamook County,50.6,117,1.8,48.8
OR-059,Umatilla County,49.8,117,2.3,47.5
OR-061,Union County,45.2,116,1.9,43.3
OR-063,Wallowa County,44.2,107,1.5,42.7
OR-065,Wasco County,49.6,120,2.2,47.4
OR-067,Washington County,52.2,118,2.1,50.1
OR-069,Wheeler County,47.8,111,1.5,46.3
OR-071,Yamhill County,53,119,2,51
PA-001,Adams County,53,109,1.8,51.2
PA-003,Allegheny County,52,100,1.3,50.7
PA-005,Armstrong County,50.2,107,1.5,48.7
PA-007,Beaver County,50.8,88,0.8,50
PA-009,Bedford County,51.2,111,1.6,49.6
PA-011,Berks County,52.8,113,2.2,50.6
PA-013,Blair County,49.9,108,1.4,48.5
PA-015,Bradford County,47.5,108,1.6,45.9
PA-017,Bucks County,53.6,115,2.8,50.8
PA-019,Butler County,49.7,94,1.1,48.6
PA-021,Cambria County,48.2,106,1.3,46.9
PA-023,Cameron County,47,79,0.3,46.7
PA-025,Carbon County,48.6,111,2,46.6
PA-027,Centre County,48.6,84,0.5,48.1
PA-029,Chester County,53.8,114,2.3,51.5
PA-031,Clarion County,48.9,108,1.8,47.1
PA-033,Clearfield County,48,102,1.1,46.9
PA-035,Clinton County,48.2,84,0.5,47.7
PA-037,Columbia County,49.5,108,1.6,47.9
PA-039,Crawford County,48.5,111,2.2,46.3
PA-041,Cumberland County,53.1,112,2,51.1
PA-043,Dauphin County,52.5,113,2.3,50.2
PA-045,Delaware County,55.6,115,2.5,53.1
PA-047,Elk County,47.6,114,2.1,45.5
PA-049,Erie County,48.8,112,2.2,46.6
PA-051,Fayette County,51.1,103,1.4,49.7
PA-053,Forest County,48,111,2,46
PA-055,Franklin County,52.6,105,1.6,51
PA-057,Fulton County,52.1,110,1.6,50.5
PA-059,Greene County,52.2,107,1.5,50.7
PA-061,Huntingdon County,51.2,106,1.4,49.8
PA-063,Indiana County,49.7,107,1.4,48.3
PA-065,Jefferson County,48.1,108,1.8,46.3
PA-067,Juniata County,51.7,105,1.3,50.4
PA-069,Lackawanna County,47.5,108,1.9,45.6
PA-071,Lancaster County,53.3,113,2,51.3
PA-073,Lawrence County,49.8,92,1,48.8
PA-075,Lebanon County,52.5,114,2.3,50.2
PA-077,Lehigh County,52.6,117,2.8,49.8
PA-079,Luzerne County,48,104,1.6,46.4
PA-081,Lycoming County,48.5,104,1.4,47.1
PA-083,McKean County,46.7,115,2.1,44.6
PA-085,Mercer County,49.2,109,1.9,47.3
PA-087,Mifflin County,50.8,98,0.9,49.9
PA-089,Monroe County,48.1,111,2.1,46
PA-091,Montgomery County,54.2,114,2.5,51.7
PA-093,Montour County,50.5,109,1.6,48.9
PA-095,Northampton County,51.8,116,2.9,48.9
PA-097,Northumberland County,50.7,109,1.7,49
PA-099,Perry County,52.3,109,1.8,50.5
PA-101,Philadelphia County,56.2,117,3.1,53.1
PA-103,Pike County,47.8,112,1.9,45.9
PA-105,Potter County,45.8,88,0.7,45.1
PA-107,Schuylkill County,50,108,1.9,48.1
PA-109,Snyder County,51,107,1.3,49.7
PA-111,Somerset County,48.8,113,1.8,47
PA-113,Sullivan County,46.1,106,1.5,44.6
PA-115,Susquehanna County,46.9,106,1.4,45.5
PA-117,Tioga County,46.5,98,1.2,45.3
PA-119,Union County,50.2,107,1.3,48.9
PA-121,Venango County,48.8,110,2,46.8
PA-123,Warren County,47.5,112,2.1,45.4
PA-125,Washington County,51.8,103,1.3,50.5
PA-127,Wayne County,46.8,107,1.6,45.2
PA-129,Westmoreland County,51.1,98,1.2,49.9
PA-131,Wyoming County,48.1,111,1.9,46.2
PA-133,York County,53.2,113,2.1,51.1
RI-001,Bristol County,52.5,117,2.7,49.8
RI-003,Kent County,51.5,118,3.1,48.4
RI-005,Newport County,52.2,115,2.7,49.5
RI-007,Providence County,51,117,2.8,48.2
RI-009,Washington County,52,119,3.3,48.7
SC-001,Abbeville County,62.9,112,1.6,61.3
SC-003,Aiken County,65.3,121,2.2,63.1
SC-005,Allendale County,65.3,111,1.5,63.8
SC-007,Anderson County,62.2,113,1.7,60.5
SC-009,Bamberg County,65.1,109,1.5,63.6
SC-011,Barnwell County,65.4,118,1.9,63.5
SC-013,Beaufort County,67.7,118,2,65.7
SC-015,Berkeley County,66.3,119,2.2,64.1
SC-017,Calhoun County,65.6,121,2.1,63.5
SC-019,Charleston County,66.9,118,2.1,64.8
SC-021,Cherokee County,60.8,109,1.3,59.5
SC-023,Chester County,62.2,112,1.5,60.7
SC-025,Chesterfield County,63.4,120,2.4,61
SC-027,Clarendon County,65.3,118,1.8,63.5
SC-029,Colleton County,66,114,1.8,64.2
SC-031,Darlington County,64.4,120,2.3,62.1
SC-033,Dillon County,64.6,120,2.5,62.1
SC-035,Dorchester County,66.4,119,2.3,64.1
SC-037,Edgefield County,64.4,118,1.8,62.6
SC-039,Fairfield County,63.3,114,1.7,61.6
SC-041,Florence County,65.1,119,2.2,62.9
SC-043,Georgetown County,64.7,100,1.1,63.6
SC-045,Greenville County,61.1,115,1.8,59.3
SC-047,Greenwood County,63.1,111,1.4,61.7
SC-049,Hampton County,65.4,106,1.3,64.1
SC-051,Horry County,64.5,115,1.7,62.8
SC-053,Jasper County,66.8,115,1.7,65.1
SC-055,Kershaw County,63.5,116,2,61.5
SC-057,Lancaster County,62.3,117,2,60.3
SC-059,Laurens County,62.3,106,1.3,61
SC-061,Lee County,64.2,120,2,62.2
SC-063,Lexington County,64.9,121,2.5,62.4
SC-065,McCormick County,63.8,115,1.6,62.2
SC-067,Marion County,65,119,2.1,62.9
SC-069,Marlboro County,64.4,122,2.5,61.9
SC-071,Newberry County,63.3,116,1.6,61.7
SC-073,Oconee County,60.6,106,1.1,59.5
SC-075,Orangeburg County,65.6,119,2,63.6
SC-077,Pickens County,61.1,117,1.9,59.2
SC-079,Richland County,64.8,118,2,62.8
SC-081,Saluda County,63.7,116,1.7,62
SC-083,Spartanburg County,61.7,117,1.8,59.9
SC-085,Sumter County,64.7,119,1.7,63
SC-087,Union County,62.1,111,1.5,60.6
SC-089,Williamsburg County,65.2,117,1.8,63.4
SC-091,York County,61.5,115,1.5,60
SD-003,Aurora County,45.1,42,-0.6,45.7
SD-005,Beadle County,44,49,-0.4,44.4
SD-007,Bennett County,46,58,-0.1,46.1
SD-009,Bon Homme County,46.4,35,-1,47.4
SD-011,Brookings County,42.5,50,-0.3,42.8
SD-013,Brown County,42.4,71,0.3,42.1
SD-015,Brule County,45.8,54,-0.3,46.1
SD-017,Buffalo County,44.6,44,-0.6,45.2
SD-019,Butte County,43.4,27,-1.1,44.5
SD-021,Campbell County,41.7,42,-0.9,42.6
SD-023,Charles Mix County,46.7,39,-0.7,47.4
SD-025,Clark County,42.1,55,-0.2,42.3
SD-027,Clay County,46.2,37,-0.8,47
SD-029,Codington County,41.1,59,-0.1,41.2
SD-031,Corson County,42.4,42,-0.7,43.1
SD-033,Custer County,44.9,63,0.1,44.8
SD-035,Davison County,44.9,31,-1.2,46.1
SD-037,Day County,40.8,49,-0.4,41.2
SD-039,Deuel County,41.7,57,-0.2,41.9
SD-041,Dewey County,43.7,47,-0.5,44.2
SD-043,Douglas County,45.7,35,-0.9,46.6
SD-045,Edmunds County,42,49,-0.5,42.5
SD-047,Fall River County,46.1,49,-0.4,46.5
SD-049,Faulk County,42.5,48,-0.5,43
SD-051,Grant County,42.3,66,0.2,42.1
SD-053,Gregory County,46.7,51,-0.4,47.1
SD-055,Haakon County,45.2,40,-0.7,45.9
SD-057,Hamlin County,41.8,58,0,41.8
SD-059,Hand County,43.4,43,-0.7,44.1
SD-061,Hanson County,44.9,35,-1.1,46
SD-063,Harding County,42.5,55,-0.2,42.7
SD-065,Hughes County,44.9,46,-0.5,45.4
SD-067,Hutchinson County,45.6,39,-0.8,46.4
SD-069,Hyde County,43.2,49,-0.5,43.7
SD-071,Jackson County,46.5,50,-0.4,46.9
SD-073,Jerauld County,44,39,-0.9,44.9
SD-075,Jones County,46.1,44,-0.6,46.7
SD-077,Kingsbury County,43,55,-0.2,43.2
SD-079,Lake County,43.6,53,-0.3,43.9
SD-081,Lawrence County,42.1,53,-0.2,42.3
SD-083,Lincoln County,45.3,47,-0.4,45.7
SD-085,Lyman County,46,47,-0.4,46.4
SD-087,McCook County,44.8,49,-0.3,45.1
SD-089,McPherson County,40.8,45,-0.7,41.5
SD-091,Marshall County,40.4,38,-0.7,41.1
SD-093,Meade County,44.3,37,-0.9,45.2
SD-095,Mellette County,46.8,49,-0.4,47.2
SD-097,Miner County,44.1,46,-0.6,44.7
SD-099,Minnehaha County,44.8,67,0.3,44.5
SD-101,Moody County,43.2,44,-0.5,43.7
SD-102,Oglala Lakota County,46.7,59,0,46.7
SD-103,Pennington County,44.7,52,-0.3,45
SD-105,Perkins County,42.4,47,-0.5,42.9
SD-107,Potter County,43.1,65,0.1,43
SD-109,Roberts County,42.1,66,0.2,41.9
SD-111,Sanborn County,44.4,34,-1.1,45.5
SD-115,Spink County,43.3,56,-0.2,43.5
SD-117,Stanley County,45.2,41,-0.7,45.9
SD-119,Sully County,44.2,57,-0.2,44.4
SD-121,Todd County,46.2,48,-0.4,46.6
SD-123,Tripp County,46.8,53,-0.2,47
SD-125,Turner County,45.5,46,-0.4,45.9
SD-127,Union County,46.1,34,-0.8,46.9
SD-129,Walworth County,42.5,55,-0.3,42.8
SD-135,Yankton County,46.3,45,-0.5,46.8
SD-137,Ziebach County,44,51,-0.5,44.5
TN-001,Anderson County,58,104,1.4,56.6
TN-003,Bedford County,59.9,112,1.5,58.4
TN-005,Benton County,59.9,109,1.5,58.4
TN-007,Bledsoe County,58,112,1.7,56.3
TN-009,Blount County,58.8,105,1.3,57.5
TN-011,Bradley County,60.3,109,1.3,59
TN-013,Campbell County,56.2,98,1.2,55
TN-015,Cannon County,58.9,106,1.4,57.5
TN-017,Carroll County,59.7,101,1.2,58.5
TN-019,Carter County,54.5,114,1.7,52.8
TN-021,Cheatham County,60,118,2.1,57.9
TN-023,Chester County,60.2,100,1.2,59
TN-025,Claiborne County,56,81,0.5,55.5
TN-027,Clay County,58.8,111,1.6,57.2
TN-029,Cocke County,58.4,114,1.7,56.7
TN-031,Coffee County,58.7,107,1.3,57.4
TN-033,Crockett County,60.3,102,1.3,59
TN-035,Cumberland County,56.1,104,1.4,54.7
TN-037,Davidson County,60.3,117,1.9,58.4
TN-039,Decatur County,60.3,103,1.2,59.1
TN-041,DeKalb County,59.2,111,1.6,57.6
TN-043,Dickson County,59.4,117,1.9,57.5
TN-045,Dyer County,59.9,92,0.9,59
TN-047,Fayette County,61.3,103,1.2,60.1
TN-049,Fentress County,57.1,120,2.5,54.6
TN-051,Franklin County,59.4,110,1.5,57.9
TN-053,Gibson County,59.6,92,1,58.6
TN-055,Giles County,59.4,96,1,58.4
TN-057,Grainger County,57.6,98,1.1,56.5
TN-059,Greene County,58.1,110,1.5,56.6
TN-061,Grundy County,57.1,105,1.3,55.8
TN-063,Hamblen County,58.5,106,1.3,57.2
TN-065,Hamilton County,60.2,107,1.5,58.7
TN-067,Hancock County,56.5,86,0.8,55.7
TN-069,Hardeman County,60.9,108,1.4,59.5
TN-071,Hardin County,60.4,101,0.9,59.5
TN-073,Hawkins County,57.8,103,1.3,56.5
TN-075,Haywood County,60.9,107,1.5,59.4
TN-077,Henderson County,60,103,1.2,58.8
TN-079,Henry County,59.4,103,1.2,58.2
TN-081,Hickman County,59.4,112,1.5,57.9
TN-083,Houston County,59.5,115,1.7,57.8
TN-085,Humphreys County,59.6,112,1.6,58
TN-087,Jackson County,59,108,1.4,57.6
TN-089,Jefferson County,59.2,112,1.7,57.5
TN-091,Johnson County,53.2,116,1.9,51.3
TN-093,Knox County,59.3,107,1.5,57.8
TN-095,Lake County,59.4,80,0.6,58.8
TN-097,Lauderdale County,60.7,93,1,59.7
TN-099,Lawrence County,59.7,111,1.6,58.1
TN-101,Lewis County,59.3,110,1.6,57.7
TN-103,Lincoln County,60,104,1.1,58.9
TN-105,Loudon County,59.6,106,1.3,58.3
TN-107,McMinn County,60.1,113,1.6,58.5
TN-109,McNairy County,60.4,97,0.9,59.5
TN-111,Macon County,58.3,95,1.2,57.1
TN-113,Madison County,60.3,102,1.4,58.9
TN-115,Marion County,59,104,1.3,57.7
TN-117,Marshall County,59.8,111,1.5,58.3
TN-119,Maury County,59.7,114,1.7,58
TN-121,Meigs County,60.1,115,1.7,58.4
TN-123,Monroe County,58.8,108,1.4,57.4
TN-125,Montgomery County,59.8,118,2.1,57.7
TN-127,Moore County,59.7,110,1.4,58.3
TN-129,Morgan County,57.1,115,1.8,55.3
TN-131,Obion County,58.7,74,0.3,58.4
TN-133,Overton County,58,114,1.9,56.1
TN-135,Perry County,59.9,108,1.3,58.6
TN-137,Pickett County,58.4,120,2.5,55.9
TN-139,Polk County,59.2,106,1.2,58
TN-141,Putnam County,58.1,110,1.6,56.5
TN-143,Rhea County,59,111,1.7,57.3
TN-145,Roane County,59.3,112,1.5,57.8
TN-147,Robertson County,59.1,108,1.6,57.5
TN-149,Rutherford County,60,112,1.6,58.4
TN-151,Scott County,56.4,117,1.9,54.5
TN-153,Sequatchie County,58,112,1.6,56.4
TN-155,Sevier County,57.2,111,1.4,55.8
TN-157,Shelby County,61.8,86,0.7,61.1
TN-159,Smith County,59.2,97,1.1,58.1
TN-161,Stewart County,59.5,112,1.6,57.9
TN-163,Sullivan County,57.3,117,1.9,55.4
TN-165,Sumner County,59,103,1.3,57.7
TN-167,Tipton County,61,86,0.7,60.3
TN-169,Trousdale County,59.2,99,1.2,58
TN-171,Unicoi County,54.2,101,1.2,53
TN-173,Union County,57.4,97,1,56.4
TN-175,Van Buren County,57.8,113,1.8,56
TN-177,Warren County,58.7,110,1.6,57.1
TN-179,Washington County,57.5,111,1.5,56
TN-181,Wayne County,60.1,111,1.7,58.4
TN-183,Weakley County,59.1,83,0.7,58.4
TN-185,White County,58.2,110,1.6,56.6
TN-187,Williamson County,59.8,117,1.9,57.9
TN-189,Wilson County,59.5,104,1.3,58.2
TX-001,Anderson County,66.7,103,1.3,65.4
TX-003,Andrews County,64,116,2.1,61.9
TX-005,Angelina County,66.9,96,0.8,66.1
TX-007,Aransas County,71.6,105,1.2,70.4
TX-009,Archer County,64.3,95,0.8,63.5
TX-011,Armstrong County,60.2,118,2.3,57.9
TX-013,Atascosa County,70.8,97,1,69.8
TX-015,Austin County,68.9,99,0.9,68
TX-017,Bailey County,58.5,107,1.4,57.1
TX-019,Bandera County,67.7,111,1.5,66.2
TX-021,Bastrop County,68.6,104,1.2,67.4
TX-023,Baylor County,64.4,99,1,63.4
TX-025,Bee County,71,86,0.7,70.3
TX-027,Bell County,67.4,111,1.6,65.8
TX-029,Bexar County,69.6,100,1.1,68.5
TX-031,Blanco County,66.9,91,0.8,66.1
TX-033,Borden County,63.8,99,0.9,62.9
TX-035,Bosque County,66.1,94,0.7,65.4
TX-037,Bowie County,64.3,105,1.1,63.2
TX-039,Brazoria County,70.9,117,2,68.9
TX-041,Brazos County,67.7,89,0.6,67.1
TX-043,Brewster County,66.5,113,1.9,64.6
TX-045,Briscoe County,61.2,114,1.8,59.4
TX-047,Brooks County,74.3,113,2,72.3
TX-049,Brown County,65.6,106,1.2,64.4
TX-051,Burleson County,67.8,92,0.7,67.1
TX-053,Burnet County,67,100,1,66
TX-055,Caldwell County,68.7,92,0.9,67.8
TX-057,Calhoun County,71,107,1.3,69.7
TX-059,Callahan County,64.4,93,0.7,63.7
TX-061,Cameron County,75.3,112,1.7,73.6
TX-063,Camp County,64.9,99,1,63.9
TX-065,Carson County,59.2,118,2.4,56.8
TX-067,Cass County,64.7,93,0.6,64.1
TX-069,Castro County,58.2,110,1.5,56.7
TX-071,Chambers County,69.9,113,1.6,68.3
TX-073,Cherokee County,66.4,99,1,65.4
TX-075,Childress County,62.8,107,1.5,61.3
TX-077,Clay County,63.8,83,0.4,63.4
TX-079,Cochran County,59.4,107,1.4,58
TX-081,Coke County,65.6,112,1.6,64
TX-083,Coleman County,65.7,110,1.6,64.1
TX-085,Collin County,64.9,100,1.1,63.8
TX-087,Collingsworth County,61.1,105,1.3,59.8
TX-089,Colorado County,69,92,0.8,68.2
TX-091,Comal County,68.3,96,0.9,67.4
TX-093,Comanche County,65.1,98,0.8,64.3
TX-095,Concho County,65.8,108,1.5,64.3
TX-097,Cooke County,63.7,80,0.3,63.4
TX-099,Coryell County,66.4,102,0.9,65.5
TX-101,Cottle County,63.2,101,0.9,62.3
TX-103,Crane County,67.1,116,2.3,64.8
TX-105,Crockett County,66.3,112,1.5,64.8
TX-107,Crosby County,61.5,105,1.2,60.3
TX-109,Culberson County,63.6,121,2.6,61
TX-111,Dallam County,55.7,102,1.2,54.5
TX-113,Dallas County,66.5,101,1.2,65.3
TX-115,Dawson County,63,104,1,62
TX-117,Deaf Smith County,57.7,113,1.9,55.8
TX-119,Delta County,64.7,105,1.3,63.4
TX-121,Denton County,65.2,90,0.7,64.5
TX-123,DeWitt County,70.3,103,1.2,69.1
TX-125,Dickens County,62.8,99,1,61.8
TX-127,Dimmit County,72,101,1.3,70.7
TX-129,Donley County,60.4,111,1.6,58.8
TX-131,Duval County,72.5,102,1.4,71.1
TX-133,Eastland County,64.4,95,0.6,63.8
TX-135,Ector County,65.7,119,2.7,63
TX-137,Edwards County,66.2,101,1.1,65.1
TX-139,Ellis County,66.4,92,0.7,65.7
TX-141,El Paso County,65.8,124,3.5,62.3
TX-143,Erath County,65,96,0.8,64.2
TX-145,Falls County,67.3,109,1.4,65.9
TX-147,Fannin County,64,99,1,63
TX-149,Fayette County,68.2,73,0.3,67.9
TX-151,Fisher County,65.2,114,2,63.2
TX-153,Floyd County,60.1,102,1.2,58.9
TX-155,Foard County,63.7,99,1,62.7
TX-157,Fort Bend County,70.5,112,1.9,68.6
TX-159,Franklin County,64.8,103,1.3,63.5
TX-161,Freestone County,66.6,98,0.9,65.7
TX-163,Frio County,71.3,112,1.6,69.7
TX-165,Gaines County,62.3,110,1.4,60.9
TX-167,Galveston County,71,117,2.1,68.9
TX-169,Garza County,63.3,101,1,62.3
TX-171,Gillespie County,65.6,93,0.7,64.9
TX-173,Glasscock County,64.9,114,1.7,63.2
TX-175,Goliad County,70.8,98,0.9,69.9
TX-177,Gonzales County,69.3,87,0.6,68.7
TX-179,Gray County,59.3,116,2,57.3
TX-181,Grayson County,64,90,0.6,63.4
TX-183,Gregg County,65.8,98,0.7,65.1
TX-185,Grimes County,68,99,0.9,67.1
TX-187,Guadalupe County,69.1,92,0.7,68.4
TX-189,Hale County,59.7,108,1.5,58.2
TX-191,Hall County,62.4,107,1.5,60.9
TX-193,Hamilton County,65.4,91,0.6,64.8
TX-195,Hansford County,58.4,107,1.6,56.8
TX-197,Hardeman County,63.3,105,1.2,62.1
TX-199,Hardin County,68.2,109,1.3,66.9
TX-201,Harris County,70.2,114,1.7,68.5
TX-203,Harrison County,65.8,97,0.6,65.2
TX-205,Hartley County,56.8,105,1.4,55.4
TX-207,Haskell County,64.6,94,1,63.6
TX-209,Hays County,67.8,96,1,66.8
TX-211,Hemphill County,59.3,106,1.6,57.7
TX-213,Henderson County,66.3,103,1.2,65.1
TX-215,Hidalgo County,75,105,1.2,73.8
TX-217,Hill County,66.5,93,0.7,65.8
TX-219,Hockley County,60.3,108,1.4,58.9
TX-221,Hood County,65.7,90,0.6,65.1
TX-223,Hopkins County,65.1,106,1.5,63.6
TX-225,Houston County,66.5,78,0.3,66.2
TX-227,Howard County,64.5,105,1,63.5
TX-229,Hudspeth County,63.4,123,2.9,60.5
TX-231,Hunt County,65,108,1.5,63.5
TX-233,Hutchinson County,60.1,119,2.3,57.8
TX-235,Irion County,65.7,113,1.8,63.9
TX-237,Jack County,64.2,93,0.8,63.4
TX-239,Jackson County,70.6,110,1.6,69
TX-241,Jasper County,67.3,106,1.1,66.2
TX-243,Jeff Davis County,62.6,121,2.5,60.1
TX-245,Jefferson County,69.6,113,1.6,68
TX-247,Jim Hogg County,73.8,109,1.7,72.1
TX-249,Jim Wells County,73,109,1.6,71.4
TX-251,Johnson County,65.8,86,0.5,65.3
TX-253,Jones County,64.7,95,0.8,63.9
TX-255,Karnes County,70.4,91,0.9,69.5
TX-257,Kaufman County,66,98,0.8,65.2
TX-259,Kendall County,66.9,95,0.9,66
TX-261,Kenedy County,74.3,112,2,72.3
TX-263,Kent County,64.5,110,1.5,63
TX-265,Kerr County,65.7,103,1.1,64.6
TX-267,Kimble County,65.8,112,1.7,64.1
TX-269,King County,64.1,103,1.2,62.9
TX-271,Kinney County,69.5,90,0.7,68.8
TX-273,Kleberg County,73.9,118,2.5,71.4
TX-275,Knox County,64.4,99,1,63.4
TX-277,Lamar County,63.7,95,0.8,62.9
TX-279,Lamb County,59.1,110,1.4,57.7
TX-281,Lampasas County,66.2,96,0.8,65.4
TX-283,La Salle County,71.7,88,0.8,70.9
TX-285,Lavaca County,69.4,100,1,68.4
TX-287,Lee County,67.9,96,0.9,67
TX-289,Leon County,66.4,84,0.2,66.2
TX-291,Liberty County,69.1,111,1.4,67.7
TX-293,Limestone County,66.6,95,0.8,65.8
TX-295,Lipscomb County,58.4,103,1.4,57
TX-297,Live Oak County,71.4,90,0.8,70.6
TX-299,Llano County,67.5,111,1.5,66
TX-301,Loving County,66,118,2.5,63.5
TX-303,Lubbock County,61.1,112,1.8,59.3
TX-305,Lynn County,62.2,109,1.4,60.8
TX-307,McCulloch County,66.2,111,1.6,64.6
TX-309,McLennan County,67.1,106,1.3,65.8
TX-311,McMullen County,71.3,83,0.6,70.7
TX-313,Madison County,67,85,0.4,66.6
TX-315,Marion County,65.3,89,0.5,64.8
TX-317,Martin County,64.4,109,1.5,62.9
TX-319,Mason County,66.6,112,1.6,65
TX-321,Matagorda County,70.9,115,1.8,69.1
TX-323,Maverick County,71.3,88,0.9,70.4
TX-325,Medina County,70.4,118,2.1,68.3
TX-327,Menard County,65.5,114,1.9,63.6
TX-329,Midland County,65.7,116,2.4,63.3
TX-331,Milam County,67.4,103,1.2,66.2
TX-333,Mills County,65.6,101,0.9,64.7
TX-335,Mitchell County,65.4,116,1.8,63.6
TX-337,Montague County,63.5,80,0.3,63.2
TX-339,Montgomery County,69.2,112,1.6,67.6
TX-341,Moore County,58.6,111,2,56.6
TX-343,Morris County,64.5,93,0.7,63.8
TX-345,Motley County,62.3,100,1,61.3
TX-347,Nacogdoches County,66.4,98,0.8,65.6
TX-349,Navarro County,66.6,97,0.9,65.7
TX-351,Newton County,67.5,112,1.4,66.1
TX-353,Nolan County,64.8,115,2,62.8
TX-355,Nueces County,73.1,113,1.9,71.2
TX-357,Ochiltree County,59,116,2.1,56.9
TX-359,Oldham County,58.1,107,1.5,56.6
TX-361,Orange County,69.1,116,1.7,67.4
TX-363,Palo Pinto County,65.2,102,1,64.2
TX-365,Panola County,66.1,100,0.7,65.4
TX-367,Parker County,65.2,94,0.7,64.5
TX-369,Parmer County,57.9,113,1.8,56.1
TX-371,Pecos County,65.5,109,1.6,63.9
TX-373,Polk County,67.4,91,0.7,66.7
TX-375,Potter County,59.3,118,2.3,57
TX-377,Presidio County,66,120,2.5,63.5
TX-379,Rains County,65.4,109,1.5,63.9
TX-381,Randall County,58.8,117,2.1,56.7
TX-383,Reagan County,65.6,115,2,63.6
