Ctyname,Stname,STCODE,CTYCODE,Cases2000,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,Cases2018
Mason County,Michigan,26,105,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,2,4,5,1
Mecosta County,Michigan,26,107,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,3,1,1
Menominee County,Michigan,26,109,2,11,8,4,7,11,14,12,37,30,31,22,18,40,17,7,6,20,12
Midland County,Michigan,26,111,0,0,0,0,0,1,1,0,0,0,0,1,0,3,1,0,2,0,0
Missaukee County,Michigan,26,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Monroe County,Michigan,26,115,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0
Montcalm County,Michigan,26,117,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
Montmorency County,Michigan,26,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muskegon County,Michigan,26,121,0,0,0,0,0,2,2,0,0,2,1,1,1,1,2,4,6,5,1
Newaygo County,Michigan,26,123,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0
Oakland County,Michigan,26,125,0,1,4,0,2,5,3,2,6,3,5,7,2,4,7,5,10,5,14
Oceana County,Michigan,26,127,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,1,1,3
Ogemaw County,Michigan,26,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ontonagon County,Michigan,26,131,0,0,0,0,0,0,0,1,0,0,7,3,5,6,1,2,4,3,3
Osceola County,Michigan,26,133,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Oscoda County,Michigan,26,135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
Otsego County,Michigan,26,137,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Ottawa County,Michigan,26,139,1,0,2,1,1,3,5,1,2,6,3,4,4,3,4,8,11,11,8
Presque Isle County,Michigan,26,141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roscommon County,Michigan,26,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saginaw County,Michigan,26,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
St. Clair County,Michigan,26,147,1,0,0,0,0,0,1,1,0,0,0,1,1,0,2,2,0,2,1
St. Joseph County,Michigan,26,149,0,1,0,1,0,0,0,1,0,0,0,1,1,2,0,0,2,0,1
Sanilac County,Michigan,26,151,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
Schoolcraft County,Michigan,26,153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Shiawassee County,Michigan,26,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tuscola County,Michigan,26,157,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Van Buren County,Michigan,26,159,2,0,0,0,0,0,1,0,0,2,3,2,1,1,2,1,3,4,4
Washtenaw County,Michigan,26,161,2,0,4,3,2,3,3,3,8,5,5,6,4,13,4,6,17,8,9
Wayne County,Michigan,26,163,0,2,1,0,1,4,0,2,2,4,2,2,6,2,1,3,1,11,5
Wexford County,Michigan,26,165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michigan,Michigan,26,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aitkin County,Minnesota,27,1,11,13,14,9,20,13,14,20,25,22,33,18,10,21,25,22,23,29,18
Anoka County,Minnesota,27,3,58,46,81,55,80,63,65,101,78,116,164,163,124,192,112,128,137,173,94
Becker County,Minnesota,27,5,0,1,2,3,18,12,9,11,20,27,35,26,17,27,32,24,38,51,34
Beltrami County,Minnesota,27,7,1,4,2,1,17,20,26,15,37,33,79,61,26,33,28,33,40,54,35
Benton County,Minnesota,27,9,6,6,3,3,2,4,5,3,5,15,19,12,13,9,11,11,8,12,7
Big Stone County,Minnesota,27,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0
Blue Earth County,Minnesota,27,13,1,1,3,0,6,4,6,4,0,7,3,3,1,7,4,7,1,11,5
Brown County,Minnesota,27,15,0,2,3,1,1,2,0,2,3,1,1,0,2,2,1,3,2,4,0
Carlton County,Minnesota,27,17,3,5,8,8,24,9,13,34,54,41,56,39,34,38,31,32,47,44,33
Carver County,Minnesota,27,19,3,1,5,7,7,5,5,11,9,16,13,14,10,30,9,20,19,16,12
Cass County,Minnesota,27,21,10,17,44,12,34,27,35,40,39,63,67,76,58,66,33,73,82,86,53
Chippewa County,Minnesota,27,23,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,2,0,0
Chisago County,Minnesota,27,25,14,15,26,15,14,15,14,21,25,27,36,51,27,51,23,31,35,31,25
Clay County,Minnesota,27,27,1,0,0,1,3,2,0,3,6,3,14,7,2,12,5,13,7,9,8
Clearwater County,Minnesota,27,29,1,1,0,1,5,4,9,2,5,4,11,7,1,5,10,12,16,5,8
Cook County,Minnesota,27,31,0,2,0,1,1,0,1,0,0,2,0,1,1,1,3,2,1,1,1
Cottonwood County,Minnesota,27,33,0,0,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,1
Crow Wing County,Minnesota,27,35,42,60,149,47,115,75,86,111,86,94,70,147,102,128,75,108,153,150,84
Dakota County,Minnesota,27,37,23,19,48,26,57,57,58,75,49,76,98,91,87,154,87,111,103,136,73
Dodge County,Minnesota,27,39,0,2,0,0,1,1,1,2,3,2,4,4,1,3,1,0,1,3,1
Douglas County,Minnesota,27,41,0,0,1,0,3,3,0,2,2,2,8,6,9,7,8,12,11,11,2
Faribault County,Minnesota,27,43,0,1,0,0,0,2,0,0,0,1,1,3,0,2,1,0,1,0,0
Fillmore County,Minnesota,27,45,0,2,2,2,6,3,8,5,4,9,8,11,5,11,8,10,12,16,10
Freeborn County,Minnesota,27,47,0,0,0,3,0,3,2,1,3,1,2,4,1,1,1,2,3,4,0
Goodhue County,Minnesota,27,49,1,2,7,5,1,13,7,10,12,12,8,24,23,34,13,35,30,26,19
Grant County,Minnesota,27,51,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0
Hennepin County,Minnesota,27,53,68,70,114,66,151,116,127,195,194,195,253,221,155,276,176,205,252,292,187
Houston County,Minnesota,27,55,6,13,16,15,32,26,22,17,16,26,15,13,26,24,7,27,25,9,11
Hubbard County,Minnesota,27,57,0,1,6,4,19,18,22,16,21,31,50,55,24,29,29,17,47,50,41
Isanti County,Minnesota,27,59,8,5,7,5,8,12,5,15,14,25,30,23,15,26,18,28,29,27,14
Itasca County,Minnesota,27,61,3,3,3,4,31,22,25,24,57,48,72,45,47,64,42,55,65,52,62
Jackson County,Minnesota,27,63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Kanabec County,Minnesota,27,65,10,6,11,4,7,9,6,12,8,12,15,9,11,21,13,17,17,13,13
Kandiyohi County,Minnesota,27,67,0,2,2,0,2,3,1,5,3,7,3,10,6,10,2,3,16,18,9
Kittson County,Minnesota,27,69,0,1,0,0,0,0,0,0,1,1,1,2,1,0,0,0,3,2,0
Koochiching County,Minnesota,27,71,0,0,0,0,0,1,0,0,4,0,0,0,0,0,4,5,0,1,4
Lac qui Parle County,Minnesota,27,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Lake County,Minnesota,27,75,0,0,4,1,2,2,1,1,4,2,5,3,10,4,6,3,5,10,14
Lake of the Woods County,Minnesota,27,77,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,1
Le Sueur County,Minnesota,27,79,1,2,1,0,2,1,0,4,2,4,2,1,0,6,2,1,5,1,1
Lincoln County,Minnesota,27,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyon County,Minnesota,27,83,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,2,3,0
McLeod County,Minnesota,27,85,0,0,2,3,4,1,0,3,1,5,1,6,4,6,2,1,5,5,6
Mahnomen County,Minnesota,27,87,0,0,0,0,2,3,1,1,2,2,4,5,4,2,4,2,0,6,3
Marshall County,Minnesota,27,89,0,0,1,0,0,0,0,1,1,0,2,4,3,2,1,1,3,4,6
Martin County,Minnesota,27,91,0,0,0,0,0,0,1,0,1,2,4,0,0,5,2,0,1,0,0
Meeker County,Minnesota,27,93,0,2,2,1,1,2,1,0,2,2,2,3,4,5,0,1,6,3,5
Mille Lacs County,Minnesota,27,95,7,5,13,4,15,11,10,12,14,16,22,22,25,20,11,16,14,15,14
Morrison County,Minnesota,27,97,7,8,25,10,15,10,12,19,9,23,18,24,13,23,25,26,28,33,11
Mower County,Minnesota,27,99,1,0,0,0,0,4,3,2,4,5,4,4,2,1,2,1,4,7,2
Murray County,Minnesota,27,101,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Nicollet County,Minnesota,27,103,1,0,2,1,5,2,1,2,0,3,5,4,3,3,1,5,2,7,3
Nobles County,Minnesota,27,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Norman County,Minnesota,27,107,0,0,0,0,0,2,3,0,1,2,2,2,1,0,1,1,0,1,3
Olmsted County,Minnesota,27,109,7,5,9,2,10,8,14,17,20,18,24,27,17,32,22,19,22,34,26
Otter Tail County,Minnesota,27,111,1,1,2,1,3,5,5,10,8,14,21,26,19,32,28,27,27,48,28
Pennington County,Minnesota,27,113,0,0,0,0,0,1,2,0,3,2,1,1,1,3,7,2,7,1,2
Pine County,Minnesota,27,115,13,12,22,16,29,22,26,40,37,54,60,44,30,50,43,48,54,64,45
Pipestone County,Minnesota,27,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Polk County,Minnesota,27,119,0,0,2,0,2,2,4,6,6,5,12,9,9,11,1,6,5,10,7
Pope County,Minnesota,27,121,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,1,0,5,0
Ramsey County,Minnesota,27,123,54,40,75,39,80,68,67,94,90,111,125,181,122,200,103,146,145,186,109
Red Lake County,Minnesota,27,125,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,3,0,4
Redwood County,Minnesota,27,127,0,0,0,0,2,1,0,0,1,0,0,1,0,2,1,0,1,0,0
Renville County,Minnesota,27,129,2,0,0,0,0,1,1,0,2,1,2,0,1,3,0,0,1,1,3
Rice County,Minnesota,27,131,3,3,3,1,6,4,1,9,7,4,7,7,2,11,7,2,7,7,10
Rock County,Minnesota,27,133,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Roseau County,Minnesota,27,135,0,0,0,0,0,1,4,0,0,0,1,1,5,4,5,5,6,4,7
St. Louis County,Minnesota,27,137,7,7,10,7,20,23,22,30,77,66,132,113,73,139,73,76,115,114,82
Scott County,Minnesota,27,139,5,6,9,5,16,15,12,18,14,20,12,24,17,31,19,24,32,36,22
Sherburne County,Minnesota,27,141,16,14,18,12,27,29,24,35,33,47,60,54,45,73,35,55,79,76,42
